,Rental_Price,Time,District,RoomType
1568,1800.0,Q1 2019,Bishan,Room3
1569,2200.0,Q1 2019,Bishan,Room4
1570,2500.0,Q1 2019,Bishan,Room5
1572,1600.0,Q1 2019,Bukit Batok,Room3
1573,1900.0,Q1 2019,Bukit Batok,Room4
1574,2100.0,Q1 2019,Bukit Batok,Room5
1575,2200.0,Q1 2019,Bukit Batok,Executive
1576,1900.0,Q1 2019,Bukit Merah,Room3
1577,2500.0,Q1 2019,Bukit Merah,Room4
1578,2800.0,Q1 2019,Bukit Merah,Room5
1580,1500.0,Q1 2019,Bukit Panjang,Room3
1581,1700.0,Q1 2019,Bukit Panjang,Room4
1582,1900.0,Q1 2019,Bukit Panjang,Room5
1583,2000.0,Q1 2019,Bukit Panjang,Executive
1588,2150.0,Q1 2019,Central,Room3
1589,2700.0,Q1 2019,Central,Room4
1593,1700.0,Q1 2019,Choa Chu Kang,Room4
1594,1800.0,Q1 2019,Choa Chu Kang,Room5
1595,2000.0,Q1 2019,Choa Chu Kang,Executive
1596,1800.0,Q1 2019,Clementi,Room3
1597,2300.0,Q1 2019,Clementi,Room4
1598,2580.0,Q1 2019,Clementi,Room5
1600,1800.0,Q1 2019,Geylang,Room3
1601,2300.0,Q1 2019,Geylang,Room4
1602,2500.0,Q1 2019,Geylang,Room5
1604,1600.0,Q1 2019,Hougang,Room3
1605,1900.0,Q1 2019,Hougang,Room4
1606,2050.0,Q1 2019,Hougang,Room5
1607,2250.0,Q1 2019,Hougang,Executive
1608,1700.0,Q1 2019,Jurong East,Room3
1609,2030.0,Q1 2019,Jurong East,Room4
1610,2300.0,Q1 2019,Jurong East,Room5
1611,2500.0,Q1 2019,Jurong East,Executive
1612,1600.0,Q1 2019,Jurong West,Room3
1613,1950.0,Q1 2019,Jurong West,Room4
1614,2100.0,Q1 2019,Jurong West,Room5
1615,2250.0,Q1 2019,Jurong West,Executive
1616,1850.0,Q1 2019,Kallang/ Whampoa,Room3
1617,2400.0,Q1 2019,Kallang/ Whampoa,Room4
1618,2600.0,Q1 2019,Kallang/ Whampoa,Room5
1620,1850.0,Q1 2019,Marine Parade,Room3
1621,2100.0,Q1 2019,Marine Parade,Room4
1622,2500.0,Q1 2019,Marine Parade,Room5
1625,2000.0,Q1 2019,Pasir Ris,Room4
1626,2100.0,Q1 2019,Pasir Ris,Room5
1627,2250.0,Q1 2019,Pasir Ris,Executive
1629,1800.0,Q1 2019,Punggol,Room4
1630,1900.0,Q1 2019,Punggol,Room5
1632,1900.0,Q1 2019,Queenstown,Room3
1633,2500.0,Q1 2019,Queenstown,Room4
1634,2800.0,Q1 2019,Queenstown,Room5
1637,1800.0,Q1 2019,Sembawang,Room4
1638,1900.0,Q1 2019,Sembawang,Room5
1639,2000.0,Q1 2019,Sembawang,Executive
1641,1850.0,Q1 2019,Sengkang,Room4
1642,1900.0,Q1 2019,Sengkang,Room5
1643,2000.0,Q1 2019,Sengkang,Executive
1644,1800.0,Q1 2019,Serangoon,Room3
1645,2200.0,Q1 2019,Serangoon,Room4
1646,2250.0,Q1 2019,Serangoon,Room5
1648,1700.0,Q1 2019,Tampines,Room3
1649,2000.0,Q1 2019,Tampines,Room4
1650,2200.0,Q1 2019,Tampines,Room5
1651,2400.0,Q1 2019,Tampines,Executive
1652,1800.0,Q1 2019,Toa Payoh,Room3
1653,2250.0,Q1 2019,Toa Payoh,Room4
1654,2500.0,Q1 2019,Toa Payoh,Room5
1656,1400.0,Q1 2019,Woodlands,Room3
1657,1750.0,Q1 2019,Woodlands,Room4
1658,1800.0,Q1 2019,Woodlands,Room5
1659,2100.0,Q1 2019,Woodlands,Executive
1660,1550.0,Q1 2019,Yishun,Room3
1661,1800.0,Q1 2019,Yishun,Room4
1662,2000.0,Q1 2019,Yishun,Room5
1663,2100.0,Q1 2019,Yishun,Executive
1664,1700.0,Q4 2018,Ang Mo Kio,Room3
1665,2100.0,Q4 2018,Ang Mo Kio,Room4
1666,2330.0,Q4 2018,Ang Mo Kio,Room5
1668,1700.0,Q4 2018,Bedok,Room3
1669,2000.0,Q4 2018,Bedok,Room4
1670,2200.0,Q4 2018,Bedok,Room5
1671,2500.0,Q4 2018,Bedok,Executive
1672,1800.0,Q4 2018,Bishan,Room3
1673,2300.0,Q4 2018,Bishan,Room4
1674,2500.0,Q4 2018,Bishan,Room5
1676,1600.0,Q4 2018,Bukit Batok,Room3
1677,1900.0,Q4 2018,Bukit Batok,Room4
1678,2100.0,Q4 2018,Bukit Batok,Room5
1679,2100.0,Q4 2018,Bukit Batok,Executive
1680,1900.0,Q4 2018,Bukit Merah,Room3
1681,2500.0,Q4 2018,Bukit Merah,Room4
1682,2700.0,Q4 2018,Bukit Merah,Room5
1684,1500.0,Q4 2018,Bukit Panjang,Room3
1685,1700.0,Q4 2018,Bukit Panjang,Room4
1686,1800.0,Q4 2018,Bukit Panjang,Room5
1687,2000.0,Q4 2018,Bukit Panjang,Executive
1692,2100.0,Q4 2018,Central,Room3
1693,2600.0,Q4 2018,Central,Room4
1697,1700.0,Q4 2018,Choa Chu Kang,Room4
1698,1800.0,Q4 2018,Choa Chu Kang,Room5
1699,2000.0,Q4 2018,Choa Chu Kang,Executive
1700,1800.0,Q4 2018,Clementi,Room3
1701,2300.0,Q4 2018,Clementi,Room4
1702,2500.0,Q4 2018,Clementi,Room5
1704,1750.0,Q4 2018,Geylang,Room3
1705,2300.0,Q4 2018,Geylang,Room4
1706,2500.0,Q4 2018,Geylang,Room5
1708,1600.0,Q4 2018,Hougang,Room3
1709,1900.0,Q4 2018,Hougang,Room4
1710,2030.0,Q4 2018,Hougang,Room5
1711,2200.0,Q4 2018,Hougang,Executive
1712,1680.0,Q4 2018,Jurong East,Room3
1713,2000.0,Q4 2018,Jurong East,Room4
1714,2250.0,Q4 2018,Jurong East,Room5
1715,2500.0,Q4 2018,Jurong East,Executive
1716,1600.0,Q4 2018,Jurong West,Room3
1717,2000.0,Q4 2018,Jurong West,Room4
1718,2200.0,Q4 2018,Jurong West,Room5
1719,2200.0,Q4 2018,Jurong West,Executive
1720,1900.0,Q4 2018,Kallang/ Whampoa,Room3
1721,2400.0,Q4 2018,Kallang/ Whampoa,Room4
1722,2500.0,Q4 2018,Kallang/ Whampoa,Room5
1724,1800.0,Q4 2018,Marine Parade,Room3
1725,2100.0,Q4 2018,Marine Parade,Room4
1729,1950.0,Q4 2018,Pasir Ris,Room4
1730,2000.0,Q4 2018,Pasir Ris,Room5
1731,2200.0,Q4 2018,Pasir Ris,Executive
1733,1800.0,Q4 2018,Punggol,Room4
1734,1900.0,Q4 2018,Punggol,Room5
1735,2000.0,Q4 2018,Punggol,Executive
1736,1900.0,Q4 2018,Queenstown,Room3
1737,2500.0,Q4 2018,Queenstown,Room4
1738,2800.0,Q4 2018,Queenstown,Room5
1741,1750.0,Q4 2018,Sembawang,Room4
1742,1900.0,Q4 2018,Sembawang,Room5
1743,2000.0,Q4 2018,Sembawang,Executive
1745,1800.0,Q4 2018,Sengkang,Room4
1746,1900.0,Q4 2018,Sengkang,Room5
1747,2000.0,Q4 2018,Sengkang,Executive
1748,1800.0,Q4 2018,Serangoon,Room3
1749,2140.0,Q4 2018,Serangoon,Room4
1750,2200.0,Q4 2018,Serangoon,Room5
1751,2350.0,Q4 2018,Serangoon,Executive
1752,1700.0,Q4 2018,Tampines,Room3
1753,2000.0,Q4 2018,Tampines,Room4
1754,2200.0,Q4 2018,Tampines,Room5
1755,2400.0,Q4 2018,Tampines,Executive
1756,1800.0,Q4 2018,Toa Payoh,Room3
1757,2300.0,Q4 2018,Toa Payoh,Room4
1758,2500.0,Q4 2018,Toa Payoh,Room5
1760,1400.0,Q4 2018,Woodlands,Room3
1761,1700.0,Q4 2018,Woodlands,Room4
1762,1800.0,Q4 2018,Woodlands,Room5
1763,2050.0,Q4 2018,Woodlands,Executive
1764,1550.0,Q4 2018,Yishun,Room3
1765,1800.0,Q4 2018,Yishun,Room4
1766,2000.0,Q4 2018,Yishun,Room5
1767,2010.0,Q4 2018,Yishun,Executive
1768,1700.0,Q3 2018,Ang Mo Kio,Room3
1769,2100.0,Q3 2018,Ang Mo Kio,Room4
1770,2300.0,Q3 2018,Ang Mo Kio,Room5
1772,1700.0,Q3 2018,Bedok,Room3
1773,2000.0,Q3 2018,Bedok,Room4
1774,2200.0,Q3 2018,Bedok,Room5
1776,1850.0,Q3 2018,Bishan,Room3
1777,2200.0,Q3 2018,Bishan,Room4
1778,2500.0,Q3 2018,Bishan,Room5
1780,1600.0,Q3 2018,Bukit Batok,Room3
1781,1900.0,Q3 2018,Bukit Batok,Room4
1782,2000.0,Q3 2018,Bukit Batok,Room5
1783,2100.0,Q3 2018,Bukit Batok,Executive
1784,1900.0,Q3 2018,Bukit Merah,Room3
1785,2550.0,Q3 2018,Bukit Merah,Room4
1786,2750.0,Q3 2018,Bukit Merah,Room5
1788,1500.0,Q3 2018,Bukit Panjang,Room3
1789,1700.0,Q3 2018,Bukit Panjang,Room4
1790,1800.0,Q3 2018,Bukit Panjang,Room5
1791,2000.0,Q3 2018,Bukit Panjang,Executive
1796,2100.0,Q3 2018,Central,Room3
1797,2500.0,Q3 2018,Central,Room4
1800,1530.0,Q3 2018,Choa Chu Kang,Room3
1801,1750.0,Q3 2018,Choa Chu Kang,Room4
1802,1850.0,Q3 2018,Choa Chu Kang,Room5
1803,2000.0,Q3 2018,Choa Chu Kang,Executive
1804,1800.0,Q3 2018,Clementi,Room3
1805,2400.0,Q3 2018,Clementi,Room4
1806,2580.0,Q3 2018,Clementi,Room5
1808,1800.0,Q3 2018,Geylang,Room3
1809,2300.0,Q3 2018,Geylang,Room4
1810,2500.0,Q3 2018,Geylang,Room5
1812,1600.0,Q3 2018,Hougang,Room3
1813,1900.0,Q3 2018,Hougang,Room4
1814,2100.0,Q3 2018,Hougang,Room5
1815,2300.0,Q3 2018,Hougang,Executive
1816,1700.0,Q3 2018,Jurong East,Room3
1817,2000.0,Q3 2018,Jurong East,Room4
1818,2200.0,Q3 2018,Jurong East,Room5
1820,1600.0,Q3 2018,Jurong West,Room3
1821,2000.0,Q3 2018,Jurong West,Room4
1822,2150.0,Q3 2018,Jurong West,Room5
1823,2300.0,Q3 2018,Jurong West,Executive
1824,1900.0,Q3 2018,Kallang/ Whampoa,Room3
1825,2400.0,Q3 2018,Kallang/ Whampoa,Room4
1826,2600.0,Q3 2018,Kallang/ Whampoa,Room5
1828,1800.0,Q3 2018,Marine Parade,Room3
1829,2200.0,Q3 2018,Marine Parade,Room4
1833,1900.0,Q3 2018,Pasir Ris,Room4
1834,2100.0,Q3 2018,Pasir Ris,Room5
1835,2250.0,Q3 2018,Pasir Ris,Executive
1837,1850.0,Q3 2018,Punggol,Room4
1838,1850.0,Q3 2018,Punggol,Room5
1840,1900.0,Q3 2018,Queenstown,Room3
1841,2500.0,Q3 2018,Queenstown,Room4
1842,2800.0,Q3 2018,Queenstown,Room5
1845,1750.0,Q3 2018,Sembawang,Room4
1846,1900.0,Q3 2018,Sembawang,Room5
1847,1950.0,Q3 2018,Sembawang,Executive
1849,1800.0,Q3 2018,Sengkang,Room4
1850,1900.0,Q3 2018,Sengkang,Room5
1851,2000.0,Q3 2018,Sengkang,Executive
1852,1800.0,Q3 2018,Serangoon,Room3
1853,2200.0,Q3 2018,Serangoon,Room4
1854,2300.0,Q3 2018,Serangoon,Room5
1856,1700.0,Q3 2018,Tampines,Room3
1857,2000.0,Q3 2018,Tampines,Room4
1858,2200.0,Q3 2018,Tampines,Room5
1859,2300.0,Q3 2018,Tampines,Executive
1860,1800.0,Q3 2018,Toa Payoh,Room3
1861,2200.0,Q3 2018,Toa Payoh,Room4
1862,2500.0,Q3 2018,Toa Payoh,Room5
1864,1400.0,Q3 2018,Woodlands,Room3
1865,1700.0,Q3 2018,Woodlands,Room4
1866,1800.0,Q3 2018,Woodlands,Room5
1867,2000.0,Q3 2018,Woodlands,Executive
1868,1550.0,Q3 2018,Yishun,Room3
1869,1800.0,Q3 2018,Yishun,Room4
1870,2000.0,Q3 2018,Yishun,Room5
1871,2100.0,Q3 2018,Yishun,Executive
1872,1700.0,Q2 2018,Ang Mo Kio,Room3
1873,2000.0,Q2 2018,Ang Mo Kio,Room4
1874,2400.0,Q2 2018,Ang Mo Kio,Room5
1876,1700.0,Q2 2018,Bedok,Room3
1877,2000.0,Q2 2018,Bedok,Room4
1878,2300.0,Q2 2018,Bedok,Room5
1879,2350.0,Q2 2018,Bedok,Executive
1880,1850.0,Q2 2018,Bishan,Room3
1881,2300.0,Q2 2018,Bishan,Room4
1882,2550.0,Q2 2018,Bishan,Room5
1884,1600.0,Q2 2018,Bukit Batok,Room3
1885,1900.0,Q2 2018,Bukit Batok,Room4
1886,2100.0,Q2 2018,Bukit Batok,Room5
1887,2250.0,Q2 2018,Bukit Batok,Executive
1888,1900.0,Q2 2018,Bukit Merah,Room3
1889,2500.0,Q2 2018,Bukit Merah,Room4
1890,2750.0,Q2 2018,Bukit Merah,Room5
1892,1500.0,Q2 2018,Bukit Panjang,Room3
1893,1650.0,Q2 2018,Bukit Panjang,Room4
1894,1800.0,Q2 2018,Bukit Panjang,Room5
1895,2000.0,Q2 2018,Bukit Panjang,Executive
1900,2150.0,Q2 2018,Central,Room3
1901,2750.0,Q2 2018,Central,Room4
1905,1800.0,Q2 2018,Choa Chu Kang,Room4
1906,1900.0,Q2 2018,Choa Chu Kang,Room5
1907,2100.0,Q2 2018,Choa Chu Kang,Executive
1908,1890.0,Q2 2018,Clementi,Room3
1909,2300.0,Q2 2018,Clementi,Room4
1910,2600.0,Q2 2018,Clementi,Room5
1912,1800.0,Q2 2018,Geylang,Room3
1913,2250.0,Q2 2018,Geylang,Room4
1914,2450.0,Q2 2018,Geylang,Room5
1916,1600.0,Q2 2018,Hougang,Room3
1917,1900.0,Q2 2018,Hougang,Room4
1918,2100.0,Q2 2018,Hougang,Room5
1919,2250.0,Q2 2018,Hougang,Executive
1920,1700.0,Q2 2018,Jurong East,Room3
1921,2000.0,Q2 2018,Jurong East,Room4
1922,2300.0,Q2 2018,Jurong East,Room5
1923,2600.0,Q2 2018,Jurong East,Executive
1924,1600.0,Q2 2018,Jurong West,Room3
1925,2000.0,Q2 2018,Jurong West,Room4
1926,2100.0,Q2 2018,Jurong West,Room5
1927,2200.0,Q2 2018,Jurong West,Executive
1928,1900.0,Q2 2018,Kallang/ Whampoa,Room3
1929,2400.0,Q2 2018,Kallang/ Whampoa,Room4
1930,2600.0,Q2 2018,Kallang/ Whampoa,Room5
1932,1800.0,Q2 2018,Marine Parade,Room3
1933,2100.0,Q2 2018,Marine Parade,Room4
1937,1900.0,Q2 2018,Pasir Ris,Room4
1938,2000.0,Q2 2018,Pasir Ris,Room5
1939,2300.0,Q2 2018,Pasir Ris,Executive
1941,1800.0,Q2 2018,Punggol,Room4
1942,1850.0,Q2 2018,Punggol,Room5
1944,1850.0,Q2 2018,Queenstown,Room3
1945,2600.0,Q2 2018,Queenstown,Room4
1946,2800.0,Q2 2018,Queenstown,Room5
1949,1750.0,Q2 2018,Sembawang,Room4
1950,1900.0,Q2 2018,Sembawang,Room5
1951,2000.0,Q2 2018,Sembawang,Executive
1953,1800.0,Q2 2018,Sengkang,Room4
1954,1900.0,Q2 2018,Sengkang,Room5
1955,2000.0,Q2 2018,Sengkang,Executive
1956,1800.0,Q2 2018,Serangoon,Room3
1957,2200.0,Q2 2018,Serangoon,Room4
1958,2250.0,Q2 2018,Serangoon,Room5
1959,2500.0,Q2 2018,Serangoon,Executive
1960,1700.0,Q2 2018,Tampines,Room3
1961,2000.0,Q2 2018,Tampines,Room4
1962,2200.0,Q2 2018,Tampines,Room5
1963,2400.0,Q2 2018,Tampines,Executive
1964,1800.0,Q2 2018,Toa Payoh,Room3
1965,2350.0,Q2 2018,Toa Payoh,Room4
1966,2480.0,Q2 2018,Toa Payoh,Room5
1968,1400.0,Q2 2018,Woodlands,Room3
1969,1700.0,Q2 2018,Woodlands,Room4
1970,1850.0,Q2 2018,Woodlands,Room5
1971,2100.0,Q2 2018,Woodlands,Executive
1972,1500.0,Q2 2018,Yishun,Room3
1973,1900.0,Q2 2018,Yishun,Room4
1974,2000.0,Q2 2018,Yishun,Room5
1975,2200.0,Q2 2018,Yishun,Executive
1976,1700.0,Q1 2018,Ang Mo Kio,Room3
1977,2100.0,Q1 2018,Ang Mo Kio,Room4
1978,2300.0,Q1 2018,Ang Mo Kio,Room5
1980,1700.0,Q1 2018,Bedok,Room3
1981,2050.0,Q1 2018,Bedok,Room4
1982,2300.0,Q1 2018,Bedok,Room5
1983,2400.0,Q1 2018,Bedok,Executive
1984,1800.0,Q1 2018,Bishan,Room3
1985,2250.0,Q1 2018,Bishan,Room4
1986,2500.0,Q1 2018,Bishan,Room5
1988,1600.0,Q1 2018,Bukit Batok,Room3
1989,1900.0,Q1 2018,Bukit Batok,Room4
1990,2100.0,Q1 2018,Bukit Batok,Room5
1991,2200.0,Q1 2018,Bukit Batok,Executive
1992,1900.0,Q1 2018,Bukit Merah,Room3
1993,2500.0,Q1 2018,Bukit Merah,Room4
1994,2800.0,Q1 2018,Bukit Merah,Room5
1996,1500.0,Q1 2018,Bukit Panjang,Room3
1997,1700.0,Q1 2018,Bukit Panjang,Room4
1998,1800.0,Q1 2018,Bukit Panjang,Room5
1999,2000.0,Q1 2018,Bukit Panjang,Executive
2004,2100.0,Q1 2018,Central,Room3
2005,2580.0,Q1 2018,Central,Room4
2009,1750.0,Q1 2018,Choa Chu Kang,Room4
2010,1900.0,Q1 2018,Choa Chu Kang,Room5
2011,2000.0,Q1 2018,Choa Chu Kang,Executive
2012,1800.0,Q1 2018,Clementi,Room3
2013,2300.0,Q1 2018,Clementi,Room4
2014,2500.0,Q1 2018,Clementi,Room5
2016,1750.0,Q1 2018,Geylang,Room3
2017,2300.0,Q1 2018,Geylang,Room4
2018,2550.0,Q1 2018,Geylang,Room5
2020,1600.0,Q1 2018,Hougang,Room3
2021,1900.0,Q1 2018,Hougang,Room4
2022,2100.0,Q1 2018,Hougang,Room5
2023,2350.0,Q1 2018,Hougang,Executive
2024,1700.0,Q1 2018,Jurong East,Room3
2025,2100.0,Q1 2018,Jurong East,Room4
2026,2300.0,Q1 2018,Jurong East,Room5
2027,2500.0,Q1 2018,Jurong East,Executive
2028,1650.0,Q1 2018,Jurong West,Room3
2029,2000.0,Q1 2018,Jurong West,Room4
2030,2150.0,Q1 2018,Jurong West,Room5
2031,2300.0,Q1 2018,Jurong West,Executive
2032,1850.0,Q1 2018,Kallang/ Whampoa,Room3
2033,2500.0,Q1 2018,Kallang/ Whampoa,Room4
2034,2600.0,Q1 2018,Kallang/ Whampoa,Room5
2036,1800.0,Q1 2018,Marine Parade,Room3
2037,2200.0,Q1 2018,Marine Parade,Room4
2038,2500.0,Q1 2018,Marine Parade,Room5
2041,2000.0,Q1 2018,Pasir Ris,Room4
2042,2100.0,Q1 2018,Pasir Ris,Room5
2043,2300.0,Q1 2018,Pasir Ris,Executive
2045,1800.0,Q1 2018,Punggol,Room4
2046,1800.0,Q1 2018,Punggol,Room5
2048,1850.0,Q1 2018,Queenstown,Room3
2049,2600.0,Q1 2018,Queenstown,Room4
2050,2800.0,Q1 2018,Queenstown,Room5
2053,1850.0,Q1 2018,Sembawang,Room4
2054,1900.0,Q1 2018,Sembawang,Room5
2055,2100.0,Q1 2018,Sembawang,Executive
2057,1800.0,Q1 2018,Sengkang,Room4
2058,1900.0,Q1 2018,Sengkang,Room5
2059,2000.0,Q1 2018,Sengkang,Executive
2060,1750.0,Q1 2018,Serangoon,Room3
2061,2200.0,Q1 2018,Serangoon,Room4
2062,2350.0,Q1 2018,Serangoon,Room5
2063,2500.0,Q1 2018,Serangoon,Executive
2064,1700.0,Q1 2018,Tampines,Room3
2065,2000.0,Q1 2018,Tampines,Room4
2066,2200.0,Q1 2018,Tampines,Room5
2067,2400.0,Q1 2018,Tampines,Executive
2068,1800.0,Q1 2018,Toa Payoh,Room3
2069,2250.0,Q1 2018,Toa Payoh,Room4
2070,2600.0,Q1 2018,Toa Payoh,Room5
2072,1400.0,Q1 2018,Woodlands,Room3
2073,1800.0,Q1 2018,Woodlands,Room4
2074,1900.0,Q1 2018,Woodlands,Room5
2075,2100.0,Q1 2018,Woodlands,Executive
2076,1530.0,Q1 2018,Yishun,Room3
2077,1890.0,Q1 2018,Yishun,Room4
2078,2000.0,Q1 2018,Yishun,Room5
2079,2200.0,Q1 2018,Yishun,Executive
2080,1700.0,Q4 2017,Ang Mo Kio,Room3
2081,2200.0,Q4 2017,Ang Mo Kio,Room4
2082,2450.0,Q4 2017,Ang Mo Kio,Room5
2084,1700.0,Q4 2017,Bedok,Room3
2085,2100.0,Q4 2017,Bedok,Room4
2086,2200.0,Q4 2017,Bedok,Room5
2088,1900.0,Q4 2017,Bishan,Room3
2089,2300.0,Q4 2017,Bishan,Room4
2090,2600.0,Q4 2017,Bishan,Room5
2092,1600.0,Q4 2017,Bukit Batok,Room3
2093,2000.0,Q4 2017,Bukit Batok,Room4
2094,2100.0,Q4 2017,Bukit Batok,Room5
2095,2350.0,Q4 2017,Bukit Batok,Executive
2096,1900.0,Q4 2017,Bukit Merah,Room3
2097,2600.0,Q4 2017,Bukit Merah,Room4
2098,2850.0,Q4 2017,Bukit Merah,Room5
2100,1500.0,Q4 2017,Bukit Panjang,Room3
2101,1700.0,Q4 2017,Bukit Panjang,Room4
2102,1850.0,Q4 2017,Bukit Panjang,Room5
2103,2000.0,Q4 2017,Bukit Panjang,Executive
2108,2200.0,Q4 2017,Central,Room3
2109,2750.0,Q4 2017,Central,Room4
2113,1800.0,Q4 2017,Choa Chu Kang,Room4
2114,1890.0,Q4 2017,Choa Chu Kang,Room5
2115,2100.0,Q4 2017,Choa Chu Kang,Executive
2116,1800.0,Q4 2017,Clementi,Room3
2117,2400.0,Q4 2017,Clementi,Room4
2118,2530.0,Q4 2017,Clementi,Room5
2120,1800.0,Q4 2017,Geylang,Room3
2121,2380.0,Q4 2017,Geylang,Room4
2122,2530.0,Q4 2017,Geylang,Room5
2124,1600.0,Q4 2017,Hougang,Room3
2125,1900.0,Q4 2017,Hougang,Room4
2126,2100.0,Q4 2017,Hougang,Room5
2127,2200.0,Q4 2017,Hougang,Executive
2128,1700.0,Q4 2017,Jurong East,Room3
2129,2100.0,Q4 2017,Jurong East,Room4
2130,2300.0,Q4 2017,Jurong East,Room5
2132,1700.0,Q4 2017,Jurong West,Room3
2133,2000.0,Q4 2017,Jurong West,Room4
2134,2200.0,Q4 2017,Jurong West,Room5
2135,2400.0,Q4 2017,Jurong West,Executive
2136,1900.0,Q4 2017,Kallang/ Whampoa,Room3
2137,2500.0,Q4 2017,Kallang/ Whampoa,Room4
2138,2680.0,Q4 2017,Kallang/ Whampoa,Room5
2140,1800.0,Q4 2017,Marine Parade,Room3
2141,2200.0,Q4 2017,Marine Parade,Room4
2145,1900.0,Q4 2017,Pasir Ris,Room4
2146,2100.0,Q4 2017,Pasir Ris,Room5
2147,2300.0,Q4 2017,Pasir Ris,Executive
2149,1800.0,Q4 2017,Punggol,Room4
2150,1800.0,Q4 2017,Punggol,Room5
2152,1900.0,Q4 2017,Queenstown,Room3
2153,2600.0,Q4 2017,Queenstown,Room4
2154,2800.0,Q4 2017,Queenstown,Room5
2157,1800.0,Q4 2017,Sembawang,Room4
2158,1900.0,Q4 2017,Sembawang,Room5
2159,2050.0,Q4 2017,Sembawang,Executive
2161,1800.0,Q4 2017,Sengkang,Room4
2162,1900.0,Q4 2017,Sengkang,Room5
2163,2050.0,Q4 2017,Sengkang,Executive
2164,1800.0,Q4 2017,Serangoon,Room3
2165,2200.0,Q4 2017,Serangoon,Room4
2166,2200.0,Q4 2017,Serangoon,Room5
2167,2580.0,Q4 2017,Serangoon,Executive
2168,1700.0,Q4 2017,Tampines,Room3
2169,2000.0,Q4 2017,Tampines,Room4
2170,2200.0,Q4 2017,Tampines,Room5
2171,2400.0,Q4 2017,Tampines,Executive
2172,1800.0,Q4 2017,Toa Payoh,Room3
2173,2350.0,Q4 2017,Toa Payoh,Room4
2174,2600.0,Q4 2017,Toa Payoh,Room5
2176,1400.0,Q4 2017,Woodlands,Room3
2177,1750.0,Q4 2017,Woodlands,Room4
2178,1900.0,Q4 2017,Woodlands,Room5
2179,2200.0,Q4 2017,Woodlands,Executive
2180,1550.0,Q4 2017,Yishun,Room3
2181,1880.0,Q4 2017,Yishun,Room4
2182,2000.0,Q4 2017,Yishun,Room5
2183,2300.0,Q4 2017,Yishun,Executive
2184,1700.0,Q3 2017,Ang Mo Kio,Room3
2185,2200.0,Q3 2017,Ang Mo Kio,Room4
2186,2450.0,Q3 2017,Ang Mo Kio,Room5
2188,1700.0,Q3 2017,Bedok,Room3
2189,2100.0,Q3 2017,Bedok,Room4
2190,2300.0,Q3 2017,Bedok,Room5
2191,2500.0,Q3 2017,Bedok,Executive
2192,1900.0,Q3 2017,Bishan,Room3
2193,2300.0,Q3 2017,Bishan,Room4
2194,2600.0,Q3 2017,Bishan,Room5
2196,1600.0,Q3 2017,Bukit Batok,Room3
2197,2000.0,Q3 2017,Bukit Batok,Room4
2198,2200.0,Q3 2017,Bukit Batok,Room5
2199,2350.0,Q3 2017,Bukit Batok,Executive
2200,2000.0,Q3 2017,Bukit Merah,Room3
2201,2600.0,Q3 2017,Bukit Merah,Room4
2202,2800.0,Q3 2017,Bukit Merah,Room5
2204,1550.0,Q3 2017,Bukit Panjang,Room3
2205,1750.0,Q3 2017,Bukit Panjang,Room4
2206,1850.0,Q3 2017,Bukit Panjang,Room5
2207,1990.0,Q3 2017,Bukit Panjang,Executive
2212,2200.0,Q3 2017,Central,Room3
2213,2750.0,Q3 2017,Central,Room4
2217,1800.0,Q3 2017,Choa Chu Kang,Room4
2218,2000.0,Q3 2017,Choa Chu Kang,Room5
2219,2100.0,Q3 2017,Choa Chu Kang,Executive
2220,1800.0,Q3 2017,Clementi,Room3
2221,2450.0,Q3 2017,Clementi,Room4
2222,2700.0,Q3 2017,Clementi,Room5
2224,1800.0,Q3 2017,Geylang,Room3
2225,2300.0,Q3 2017,Geylang,Room4
2226,2600.0,Q3 2017,Geylang,Room5
2228,1650.0,Q3 2017,Hougang,Room3
2229,2000.0,Q3 2017,Hougang,Room4
2230,2200.0,Q3 2017,Hougang,Room5
2231,2400.0,Q3 2017,Hougang,Executive
2232,1750.0,Q3 2017,Jurong East,Room3
2233,2100.0,Q3 2017,Jurong East,Room4
2234,2300.0,Q3 2017,Jurong East,Room5
2235,2600.0,Q3 2017,Jurong East,Executive
2236,1700.0,Q3 2017,Jurong West,Room3
2237,2100.0,Q3 2017,Jurong West,Room4
2238,2300.0,Q3 2017,Jurong West,Room5
2239,2400.0,Q3 2017,Jurong West,Executive
2240,1900.0,Q3 2017,Kallang/ Whampoa,Room3
2241,2400.0,Q3 2017,Kallang/ Whampoa,Room4
2242,2650.0,Q3 2017,Kallang/ Whampoa,Room5
2244,1800.0,Q3 2017,Marine Parade,Room3
2245,2150.0,Q3 2017,Marine Parade,Room4
2249,2000.0,Q3 2017,Pasir Ris,Room4
2250,2100.0,Q3 2017,Pasir Ris,Room5
2251,2390.0,Q3 2017,Pasir Ris,Executive
2253,1800.0,Q3 2017,Punggol,Room4
2254,1850.0,Q3 2017,Punggol,Room5
2256,1900.0,Q3 2017,Queenstown,Room3
2257,2600.0,Q3 2017,Queenstown,Room4
2258,2800.0,Q3 2017,Queenstown,Room5
2261,1800.0,Q3 2017,Sembawang,Room4
2262,2000.0,Q3 2017,Sembawang,Room5
2263,2100.0,Q3 2017,Sembawang,Executive
2265,1900.0,Q3 2017,Sengkang,Room4
2266,1900.0,Q3 2017,Sengkang,Room5
